NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
NÃO SE APLICA,13,ESTADUAL,PÚBLICA,SUDESTE,SP,BAURU,ACADÊMICO,ENGENHARIA DE PRODUÇÃO,5,2006,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,ESTADUAL,PÚBLICA,SUDESTE,SP,BAURU,ACADÊMICO,MÍDIA E TECNOLOGIA,4,2016,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,ESTADUAL,PÚBLICA,SUDESTE,SP,BAURU,ACADÊMICO,MÍDIA E TECNOLOGIA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,10,ESTADUAL,PÚBLICA,SUDESTE,SP,BAURU,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,CIÊNCIA FLORESTAL,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,22,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,SAÚDE COLETIVA,4,1998,EM FUNCIONAMENTO
ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,16,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,PATOLOGIA,5,1989,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,BIOLOGIA VEGETAL,6,1981,EM FUNCIONAMENTO
CIRURGIA,17,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,CIRURGIA E MEDICINA TRANSLACIONAL,4,1975,EM FUNCIONAMENTO
NÃO SE APLICA,24,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,BIOTECNOLOGIA ANIMAL,6,2013,EM FUNCIONAMENTO
CLÍNICA E CIRÚRGIA ANIMAL,24,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,MEDICINA VETERINÁRIA,7,1981,EM FUNCIONAMENTO
CLÍNICA MÉDICA,17,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,TOCOGINECOLOGIA,6,1992,EM FUNCIONAMENTO
ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,16,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,PROFISSIONAL,PESQUISA CLÍNICA,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,CIÊNCIAS BIOLÓGICAS (ZOOLOGIA),6,1980,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,FISIOPATOLOGIA EM CLÍNICA MÉDICA,6,1981,EM FUNCIONAMENTO
NÃO SE APLICA,20,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,ENFERMAGEM,4,2013,EM FUNCIONAMENTO
FITOSSANIDADE,42,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,AGRONOMIA (PROTEÇÃO DE PLANTAS),6,1987,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,BIOMETRIA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,24,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,ANIMAIS SELVAGENS,5,2015,EM FUNCIONAMENTO
NÃO SE APLICA,6,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,CIÊNCIAS BIOLÓGICAS (GENÉTICA),6,1983,EM FUNCIONAMENTO
NÃO SE APLICA,48,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,PROFISSIONAL,PESQUISA E DESENVOLVIMENTO (BIOTECNOLOGIA MÉDICA),5,2000,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,AGRONOMIA (HORTICULTURA),5,1980,EM FUNCIONAMENTO
NÃO SE APLICA,48,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,BIOTECNOLOGIA,5,2015,EM FUNCIONAMENTO
CIRURGIA,17,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,ANESTESIOLOGIA,5,1994,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,PROFISSIONAL,MEDICINA,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,20,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,PROFISSIONAL,ENFERMAGEM,5,2006,EM FUNCIONAMENTO
FITOTECNIA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,AGRONOMIA (AGRICULTURA),5,1988,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,DOENÇAS TROPICAIS,5,1992,EM FUNCIONAMENTO
ENGENHARIA DE ÁGUA E SOLO,42,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,ENGENHARIA AGRÍCOLA,5,1988,EM FUNCIONAMENTO
NÃO SE APLICA,6,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,BIOLOGIA GERAL E APLICADA,6,2004,EM FUNCIONAMENTO
NÃO SE APLICA,23,ESTADUAL,PÚBLICA,SUDESTE,SP,BOTUCATU,ACADÊMICO,ZOOTECNIA,6,1990,EM FUNCIONAMENTO
NÃO SE APLICA,40,ESTADUAL,PÚBLICA,SUDESTE,SP,FRANCA,ACADÊMICO,HISTÓRIA,5,1980,EM FUNCIONAMENTO
NÃO SE APLICA,32,ESTADUAL,PÚBLICA,SUDESTE,SP,FRANCA,ACADÊMICO,SERVIÇO SOCIAL,5,1991,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,ESTADUAL,PÚBLICA,SUDESTE,SP,FRANCA,PROFISSIONAL,PLANEJAMENTO E ANÁLISE DE POLÍTICAS PÚBLICAS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,26,ESTADUAL,PÚBLICA,SUDESTE,SP,FRANCA,ACADÊMICO,DIREITO,4,1990,EM FUNCIONAMENTO
NÃO SE APLICA,3,ESTADUAL,PÚBLICA,SUDESTE,SP,GUARATINGUETÁ,ACADÊMICO,FÍSICA E ASTRONOMIA,5,1990,EM FUNCIONAMENTO
NÃO SE APLICA,13,ESTADUAL,PÚBLICA,SUDESTE,SP,GUARATINGUETÁ,ACADÊMICO,ENGENHARIA,5,1983,EM FUNCIONAMENTO
NÃO SE APLICA,13,ESTADUAL,PÚBLICA,SUDESTE,SP,GUARATINGUETÁ,PROFISSIONAL,ENGENHARIA DE PRODUÇÃO,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,47,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,CIÊNCIA DOS MATERIAIS,6,1997,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,AGRONOMIA,5,1995,EM FUNCIONAMENTO
NÃO SE APLICA,13,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,ENGENHARIA MECÂNICA,4,1997,EM FUNCIONAMENTO
NÃO SE APLICA,23,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,CIÊNCIA E TECNOLOGIA ANIMAL,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,14,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,ENGENHARIA ELÉTRICA,5,1992,EM FUNCIONAMENTO
NÃO SE APLICA,49,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,PROFISSIONAL,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,10,ESTADUAL,PÚBLICA,SUDESTE,SP,ILHA SOLTEIRA,ACADÊMICO,ENGENHARIA CIVIL,3,1999,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,AGRONOMIA (CIÊNCIA DO SOLO),5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,23,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,AQÜICULTURA,5,1990,EM FUNCIONAMENTO
PRODUÇÃO ANIMAL,23,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,CIÊNCIA ANIMAL,7,1976,EM FUNCIONAMENTO
NÃO SE APLICA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,AGRONOMIA (ENTOMOLOGIA AGRÍCOLA),5,1988,EM FUNCIONAMENTO
FITOTECNIA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,AGRONOMIA (PRODUÇÃO VEGETAL),6,1976,EM FUNCIONAMENTO
FITOSSANIDADE,42,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,MICROBIOLOGIA AGROPECUÁRIA,6,1996,EM FUNCIONAMENTO
NÃO SE APLICA,27,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,PROFISSIONAL,ADMINISTRAÇÃO,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,24,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,CIÊNCIAS VETERINÁRIAS,6,1999,EM FUNCIONAMENTO
FITOTECNIA,42,ESTADUAL,PÚBLICA,SUDESTE,SP,JABOTICABAL,ACADÊMICO,AGRONOMIA (GENÉTICA E MELHORAMENTO DE PLANTAS),5,1985,EM FUNCIONAMENTO
NÃO SE APLICA,33,ESTADUAL,PÚBLICA,SUDESTE,SP,MARÍLIA,ACADÊMICO,FILOSOFIA,5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,21,ESTADUAL,PÚBLICA,SUDESTE,SP,MARÍLIA,ACADÊMICO,CIÊNCIAS DA SAÚDE E COMUNICAÇÃO HUMANA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,31,ESTADUAL,PÚBLICA,SUDESTE,SP,MARÍLIA,ACADÊMICO,CIÊNCIA DA INFORMAÇÃO,7,1998,EM FUNCIONAMENTO
ENSINO-APRENDIZAGEM,38,ESTADUAL,PÚBLICA,SUDESTE,SP,MARÍLIA,ACADÊMICO,EDUCAÇÃO,6,1988,EM FUNCIONAMENTO
NÃO SE APLICA,34,ESTADUAL,PÚBLICA,SUDESTE,SP,MARÍLIA,ACADÊMICO,CIÊNCIAS SOCIAIS,4,1999,EM FUNCIONAMENTO
NÃO SE APLICA,36,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,PROFISSIONAL,GEOGRAFIA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,51,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,PROFISSIONAL,PROEF - EDUCAÇÃO FÍSICA EM REDE NACIONAL,3,2018,EM FUNCIONAMENTO
NÃO SE APLICA,36,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,ACADÊMICO,GEOGRAFIA,7,1988,EM FUNCIONAMENTO
NÃO SE APLICA,51,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,PROFISSIONAL,EDUCAÇÃO INCLUSIVA,3,2020,EM FUNCIONAMENTO
MATEMÁTICA APLICADA,1,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,ACADÊMICO,MATEMATICA APLICADA E COMPUTACIONAL,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,5,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,ACADÊMICO,CIÊNCIAS CARTOGRÁFICAS,6,1997,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,SUDESTE,SP,PRESIDENTE PRUDENTE,ACADÊMICO,EDUCAÇÃO,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,36,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,GEOGRAFIA,5,1977,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,EDUCAÇÃO,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,1,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,PROFISSIONAL,MATEMÁTICA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,5,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,GEOCIÊNCIAS E MEIO AMBIENTE,5,1986,EM FUNCIONAMENTO
NÃO SE APLICA,6,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,"CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR, MOLECULAR E MICROBIOLOGIA)",5,1990,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,DESENVOLVIMENTO HUMANO E TECNOLOGIAS,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,"ECOLOGIA, EVOLUÇÃO E BIODIVERSIDADE",6,2013,EM FUNCIONAMENTO
NÃO SE APLICA,3,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,FÍSICA,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,21,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,CIÊNCIAS DO MOVIMENTO,5,1991,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,ESTADUAL,PÚBLICA,SUDESTE,SP,RIO CLARO,ACADÊMICO,EDUCAÇÃO MATEMÁTICA,7,1984,EM FUNCIONAMENTO
NÃO SE APLICA,18,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DOS CAMPOS,ACADÊMICO,CIÊNCIAS APLICADAS À SAÚDE BUCAL,5,1992,EM FUNCIONAMENTO
NÃO SE APLICA,18,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DOS CAMPOS,PROFISSIONAL,CIÊNCIA E TECNOLOGIA APLICADA À ODONTOLOGIA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DOS CAMPOS,ACADÊMICO,DESASTRES NATURAIS,4,2019,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,BIODIVERSIDADE,5,2002,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,ENSINO E PROCESSOS FORMATIVOS,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,2,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,41,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,ESTUDOS LINGÜÍSTICOS,7,1999,EM FUNCIONAMENTO
NÃO SE APLICA,6,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,BIOCIÊNCIAS,5,1983,EM FUNCIONAMENTO
MATEMÁTICA APLICADA,1,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,MATEMÁTICA,5,1998,EM FUNCIONAMENTO
NÃO SE APLICA,41,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,LETRAS,5,1979,EM FUNCIONAMENTO
ENGENHARIA DE ALIMENTOS,25,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,"ALIMENTOS, NUTRIÇÃO E ENGENHARIA DE ALIMENTOS",5,1998,EM FUNCIONAMENTO
NÃO SE APLICA,9,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,MICROBIOLOGIA,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,4,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,QUÍMICA,5,2009,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO JOSÉ DO RIO PRETO,ACADÊMICO,CIÊNCIAS BIOMOLECULARES E FARMACOLÓGICAS,5,1993,EM FUNCIONAMENTO
NÃO SE APLICA,7,ESTADUAL,PÚBLICA,SUDESTE,SP,SÃO VICENTE,ACADÊMICO,BIODIVERSIDADE DE AMBIENTES COSTEIROS,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,49,ESTADUAL,PÚBLICA,SUDESTE,SP,SOROCABA,ACADÊMICO,CIÊNCIAS AMBIENTAIS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,14,ESTADUAL,PÚBLICA,SUDESTE,SP,SOROCABA,ACADÊMICO,ENGENHARIA ELÉTRICA,3,2018,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,ESTADUAL,PÚBLICA,SUDESTE,SP,TUPÃ,ACADÊMICO,AGRONEGÓCIO E DESENVOLVIMENTO,5,2014,EM FUNCIONAMENTO
NÃO SE APLICA,32,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,SERVIÇO SOCIAL,7,1972,EM FUNCIONAMENTO
NÃO SE APLICA,41,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,LITERATURA E CRÍTICA LITERÁRIA,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE",5,1971,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,EDUCAÇÃO: FORMAÇÃO DE FORMADORES,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,47,PARTICULAR,PRIVADA,SUDESTE,SP,SOROCABA,ACADÊMICO,BIOMATERIAIS E MEDICINA REGENERATIVA,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,21,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,COMUNICAÇÃO HUMANA E SAÚDE,4,1979,EM FUNCIONAMENTO
NÃO SE APLICA,31,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,COMUNICAÇÃO E SEMIÓTICA,4,1970,EM FUNCIONAMENTO
LÍNGUA PORTUGUESA,41,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,LÍNGUA PORTUGUESA,5,1974,EM FUNCIONAMENTO
LINGÜÍSTICA APLICADA,41,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,LINGÜÍSTICA APLICADA E ESTUDOS DA LINGUAGEM,5,1970,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,"CIÊNCIAS CONTÁBEIS, CONTROLADORIA E FINANÇAS",4,1978,EM FUNCIONAMENTO
POLÍTICA INTERNACIONAL,39,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,GOVERNANÇA GLOBAL E FORMULAÇÃO DE POLÍTICAS INTERNACIONAIS,3,2019,EM FUNCIONAMENTO
PSICOLOGIA SOCIAL,37,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,PSICOLOGIA (PSICOLOGIA SOCIAL),5,1972,EM FUNCIONAMENTO
NÃO SE APLICA,33,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,FILOSOFIA,6,1977,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,EDUCAÇÃO (CURRÍCULO),4,1975,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,CIÊNCIA DA RELIGIÃO,5,1978,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,TEOLOGIA,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,40,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,HISTÓRIA,5,1972,EM FUNCIONAMENTO
NÃO SE APLICA,34,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,CIÊNCIAS SOCIAIS,3,1973,EM FUNCIONAMENTO
NÃO SE APLICA,28,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,ECONOMIA,4,1977,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUDESTE,SP,SOROCABA,PROFISSIONAL,EDUCAÇÃO NAS PROFISSÕES DA SAÚDE,4,2011,EM FUNCIONAMENTO
PSICOLOGIA EXPERIMENTAL,37,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,PSICOLOGIA EXPERIMENTAL: ANÁLISE DO COMPORTAMENTO,4,1999,EM FUNCIONAMENTO
TRATAMENTO E PREVENÇÃO PSICOLÓGICA,37,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,PSICOLOGIA (PSICOLOGIA CLÍNICA),4,1976,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,EDUCAÇÃO (PSICOLOGIA DA EDUCAÇÃO),4,1969,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,DIREITO,5,1973,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,EDUCAÇÃO MATEMÁTICA,5,1975,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,ADMINISTRAÇÃO,3,1978,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,DIREITO,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,EDUCAÇÃO,4,1990,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,SUSTENTABILIDADE,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,29,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,ARQUITETURA E URBANISMO,5,1997,EM FUNCIONAMENTO
NÃO SE APLICA,37,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,PSICOLOGIA,5,1972,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,SISTEMAS DE INFRAESTRUTURA URBANA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,CIÊNCIAS DA RELIGIÃO,4,2014,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUDESTE,SP,CAMPINAS,ACADÊMICO,CIÊNCIAS DA SAÚDE,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUDESTE,SP,PIRACICABA,ACADÊMICO,EDUCAÇÃO,4,1972,EM FUNCIONAMENTO
NÃO SE APLICA,21,PARTICULAR,PRIVADA,SUDESTE,SP,PIRACICABA,ACADÊMICO,CIÊNCIAS DO MOVIMENTO HUMANO,5,2013,EM FUNCIONAMENTO
NÃO SE APLICA,48,PARTICULAR,PRIVADA,SUDESTE,SP,MOGI DAS CRUZES,ACADÊMICO,BIOTECNOLOGIA,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,14,PARTICULAR,PRIVADA,SUDESTE,SP,MOGI DAS CRUZES,ACADÊMICO,ENGENHARIA BIOMÉDICA,3,2000,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUDESTE,SP,MOGI DAS CRUZES,PROFISSIONAL,CIÊNCIA E TECNOLOGIA EM SAÚDE,3,2011,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUDESTE,SP,MOGI DAS CRUZES,ACADÊMICO,POLÍTICAS PÚBLICAS,4,2012,EM FUNCIONAMENTO
OCEANOGRAFIA BIOLÓGICA,7,FEDERAL,PÚBLICA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,BIODIVERSIDADE MARINHA E COSTEIRA,4,2017,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,FEDERAL,PÚBLICA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,SAÚDE BASEADA EM EVIDÊNCIAS,5,1996,EM FUNCIONAMENTO
PSIQUIATRIA,16,FEDERAL,PÚBLICA,SUDESTE,SP,SÃO PAULO,ACADÊMICO,PSIQUIATRIA E PSICOLOGIA MÉDICA,7,1984,EM FUNCIONAMENTO
