AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,IN_REDE,SG_UF_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,DS_SITUACAO_PROGRAMA
2024,16,MEDICINA II,NÃO,AC,11001011070P0,CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,AC,11001011009P9,EDUCAÇÃO,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,SIM,AC,11001011008P2,SANIDADE E PRODUÇÃO ANIMAL SUSTENTÁVEL NA AMAZÔNIA OCIDENTAL,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,AC,11001011075P1,ARTES CÊNICAS,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,AC,11001011076P8,GEOGRAFIA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AC,11001011007P6,ENSINO DE CIÊNCIAS E MATEMÁTICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AC,11001011071P6,CIÊNCIA FLORESTAL,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,AC,11001011001P8,ECOLOGIA E MANEJO DE RECURSOS NATURAIS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AC,11001011073P9,ENSINO DE HUMANIDADES E LINGUAGENS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,AC,11001011005P3,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,AC,11001011074P5,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AC,11001011006P0,"CIÊNCIA, INOVAÇÃO E TECNOLOGIA PARA A AMAZÔNIA",EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AC,11001011004P7,PRODUÇÃO VEGETAL,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,AC,11001011072P2,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,AC,11001011003P0,LETRAS- LINGUAGEM E IDENTIDADE,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,SIM,RO,10001018002P1,BIOLOGIA EXPERIMENTAL,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,RO,11015004001P0,DIREITO,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,AM,12001015176P5,INFORMAÇÃO E COMUNICAÇÃO (PPGIC),EM FUNCIONAMENTO
2024,32,SERVIÇO SOCIAL,NÃO,AM,12001015027P0,SERVIÇO SOCIAL,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,AM,12001015008P5,GEOCIÊNCIAS,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,AM,12001015064P2,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,AM,12001015036P9,PSICOLOGIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,AM,12001015002P7,QUÍMICA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,AM,12001015026P3,GEOGRAFIA,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,AM,12001015174P2,DIREITO,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,AM,12001015012P2,INFORMÁTICA,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,AM,12001015040P6,ODONTOLOGIA,EM FUNCIONAMENTO
2024,17,MEDICINA III,NÃO,AM,12001015065P9,CIRURGIA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,AM,12001015173P6,ENFERMAGEM NO CONTEXTO AMAZÔNICO,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AM,12001015171P3,ENSINO DE CIÊNCIAS E HUMANIDADES,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,AM,12001015035P2,CIÊNCIA E ENGENHARIA DE MATERIAIS,EM FUNCIONAMENTO
2024,35,ANTROPOLOGIA / ARQUEOLOGIA,NÃO,AM,12001015029P2,ANTROPOLOGIA SOCIAL,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,AM,12001015041P2,CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,AM,12001015179P4,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,AM,12001015178P8,SOCIOLOGIA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,AM,12001015009P1,ENGENHARIA DE PRODUÇÃO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AM,12001015016P8,CIÊNCIAS FLORESTAIS E AMBIENTAIS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AM,12001015003P3,AGRONOMIA TROPICAL,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,AM,12001015013P9,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AM,12001015042P9,ENSINO DE CIÊNCIAS E MATEMÁTICA,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,AM,12001015015P1,MATEMÁTICA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,AM,12001015007P9,CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,AM,12001015033P0,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,AM,12001015006P2,FÍSICA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,AM,12001015021P1,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AM,12001015014P5,SOCIEDADE E CULTURA NA AMAZÔNIA,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,AM,12001015172P0,DESIGN,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,AM,12001015001P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,SIM,AM,12001015063P6,ZOOLOGIA,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,AM,12001015025P7,CIÊNCIA ANIMAL E RECURSOS PESQUEIROS,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,AM,12001015023P4,HISTÓRIA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,AM,12001015177P1,ECONOMIA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,AM,12001015175P9,CIÊNCIAS DO MOVIMENTO HUMANO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,AM,12001015037P5,LETRAS,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,AM,12001015034P6,IMUNOLOGIA BÁSICA E APLICADA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,AM,12002011002P3,CIÊNCIAS BIOLÓGICAS (BOTÂNICA),EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,AM,12002011004P6,CIÊNCIAS BIOLÓGICAS (ENTOMOLOGIA),EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,AM,12002011009P8,"GENÉTICA, CONSERVAÇÃO E BIOLOGIA EVOLUTIVA",EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,AM,12002011003P0,BIOLOGIA (ECOLOGIA),EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,SIM,AM,12002011011P2,CLIMA E AMBIENTE - INPA - UEA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,AM,12002011001P7,CIÊNCIAS BIOLÓGICAS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AM,12002011010P6,AGRICULTURA NO TRÓPICO ÚMIDO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AM,12002011012P9,GESTÃO DE ÁREAS PROTEGIDAS NA AMAZÔNIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,AM,12002011006P9,CIÊNCIAS DE FLORESTAS TROPICAIS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AM,12003018001P3,ENSINO TECNOLÓGICO,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,SIM,AM,12006017003P5,AQUICULTURA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,AM,12008010077P5,GEOGRAFIA,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,AM,12008010074P6,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,AM,12008010076P9,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,AM,12008010008P3,HEMATOLOGIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AM,12008010070P0,CIÊNCIAS HUMANAS,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,AM,12008010002P5,DIREITO AMBIENTAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AM,12008010007P7,"SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS",EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,AM,12008010073P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,15,MEDICINA I,SIM,AM,12008010071P7,CIÊNCIAS APLICADAS À DERMATOLOGIA,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,AM,12008010003P1,BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,AM,12008010072P3,ENFERMAGEM EM SAÚDE PÚBLICA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,AM,12008010001P9,MEDICINA TROPICAL,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,AM,12008010039P6,LETRAS E ARTES,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,AM,12008010005P4,EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,RR,13001019040P9,COMUNICAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,RR,13001019007P1,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,35,ANTROPOLOGIA / ARQUEOLOGIA,NÃO,RR,13001019039P0,ANTROPOLOGIA SOCIAL,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,RR,13001019001P3,RECURSOS NATURAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,RR,13001019008P8,SOCIEDADE E FRONTEIRAS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,RR,13001019004P2,AGRONOMIA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,RR,13001019006P5,GEOGRAFIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,RR,13001019042P1,SAÚDE E BIODIVERSIDADE,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,RR,13001019005P9,LETRAS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,RR,13001019041P5,EDUCAÇÃO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,SIM,RR,13003011003P9,EDUCAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,RR,13003011004P5,"SEGURANÇA PÚBLICA, DIREITOS HUMANOS E CIDADANIA",EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,SIM,RR,13003011002P2,"AGROECOLOGIA, AMBIENTE, SOCIEDADE E AMAZÔNIA (PPGAASA)",EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,RR,13003011001P6,ENSINO DE CIÊNCIAS E MATEMÁTICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AM,13007009001P6,"ENGENHARIA, GESTÃO DE PROCESSOS, SISTEMAS E AMBIENTAL",EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,SIM,AM,13009001042P7,SAÚDE PÚBLICA NA AMAZÔNIA,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,AM,13009001040P4,CONDIÇÕES DE VIDA E SITUAÇÕES DE SAÚDE NA AMAZÔNIA,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,AM,13009001041P0,BIOLOGIA DA INTERAÇÃO PATÓGENO HOSPEDEIRO,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,AM,13012002001P6,DESIGN DE ARTEFATOS DIGITAIS,EM FUNCIONAMENTO
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,NÃO,AP,14001012156P0,ESTUDOS DE FRONTEIRA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,SIM,AP,14001012003P9,BIODIVERSIDADE TROPICAL,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,AP,14001012159P9,HISTÓRIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AP,14001012004P5,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,AP,14001012005P1,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,AP,14001012162P0,DIREITO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,AP,14001012157P6,EDUCAÇÃO,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,AP,14001012158P2,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,AP,14001012163P6,ESTUDOS DE CULTURA E POLÍTICA,EM FUNCIONAMENTO
2024,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,NÃO,AP,14001012001P6,DESENVOLVIMENTO DA AMAZÔNIA SUSTENTÁVEL,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,AP,14001012161P3,GEOGRAFIA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,AP,14001012160P7,LETRAS,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,PA,15001016039P6,ODONTOLOGIA,EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PA,15001016044P0,NEUROCIÊNCIAS E BIOLOGIA CELULAR,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PA,15001016090P1,ENGENHARIA DE BARRAGEM E GESTÃO AMBIENTAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016174P0,ESTUDOS EM ETNODIVERSIDADE,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,PA,15001016167P4,ATENÇÃO E ESTUDO CLÍNICO NO DIABETES,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PA,15001016033P8,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS,EM FUNCIONAMENTO
2024,46,ENSINO,SIM,PA,50001019028P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,PA,15001016057P4,SAÚDE ANIMAL NA AMAZÔNIA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PA,15001016084P1,NEUROCIÊNCIAS E COMPORTAMENTO,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PA,15001016072P3,ENGENHARIA INDUSTRIAL,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,PA,15001016042P7,GEOGRAFIA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PA,15001016075P2,ENGENHARIA DE PROCESSOS,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,PA,15001016080P6,RECURSOS HÍDRICOS,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,PA,15001016015P0,DOENÇAS TROPICAIS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,PA,15001016079P8,SAÚDE COLETIVA NA AMAZÔNIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016002P5,DESENVOLVIMENTO SUSTENTÁVEL DO TRÓPICO ÚMIDO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PA,15001016035P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016067P0,LINGUAGENS E SABERES NA AMAZÔNIA,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,PA,15001016068P6,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PA,15001016169P7,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,PA,15001016017P2,GEOLOGIA E GEOQUÍMICA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,PA,15001016172P8,CONTABILIDADE,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,PA,15001016071P7,ONCOLOGIA E CIÊNCIAS MÉDICAS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PA,15001016069P2,PROCESSOS CONSTRUTIVOS E SANEAMENTO URBANO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,PA,15001016175P7,ESTUDOS DA LINGUAGEM,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,PA,15001016037P3,FÍSICA,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,PA,15001016016P6,GEOFÍSICA,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PA,15001016092P4,COMPUTAÇÃO APLICADA,EM FUNCIONAMENTO
2024,32,SERVIÇO SOCIAL,NÃO,PA,15001016036P7,SERVIÇO SOCIAL,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,PA,15001016003P1,DIREITO,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PA,15001016168P0,CIÊNCIA E ENGENHARIA DE MATERIAIS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016164P5,CIÊNCIAS DO PATRIMÔNIO CULTURAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016027P8,AGRICULTURAS AMAZÔNICAS,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,PA,15001016041P0,MATEMÁTICA E ESTATÍSTICA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,PA,15001016043P3,HISTÓRIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,SIM,PA,15001016166P8,EDUCAÇÃO NA AMAZÔNIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016156P2,ESTUDOS ANTRÓPICOS NA AMAZÔNIA,EM FUNCIONAMENTO
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,NÃO,PA,15001016053P9,CIÊNCIA POLÍTICA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PA,15001016085P8,ENGENHARIA NAVAL,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,SIM,PA,12001015038P1,BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,PA,15001016007P7,QUÍMICA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,PA,15001016010P8,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,PA,15001016062P8,"COMUNICAÇÃO, CULTURA E AMAZÔNIA",EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,PA,15001016070P0,FILOSOFIA,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,PA,15001016063P4,ARQUITETURA E URBANISMO,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PA,15001016049P1,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PA,15001016159P1,CRIATIVIDADE E INOVAÇÃO EM METODOLOGIAS DE ENSINO SUPERIOR,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,SIM,PA,15001016061P1,MATEMÁTICA - UFPA - UFAM,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PA,15001016032P1,GENÉTICA E BIOLOGIA MOLECULAR,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,PA,15001016047P9,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,35,ANTROPOLOGIA / ARQUEOLOGIA,NÃO,PA,15001016060P5,ANTROPOLOGIA,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,PA,15001016173P4,MÚSICA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PA,15001016081P2,BIODIVERSIDADE E CONSERVAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016065P7,SEGURANÇA PUBLICA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PA,15001016162P2,ECONOMIA APLICADA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PA,15001016031P5,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016157P9,"CIDADES, TERRITÓRIOS, IDENTIDADES E EDUCAÇÃO",EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PA,15001016076P9,CIÊNCIAS E MEIO AMBIENTE,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,PA,15001016018P9,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,PA,15001016028P4,CIÊNCIA ANIMAL,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,PA,15001016050P0,ECONOMIA,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,PA,15001016077P5,ANÁLISES CLÍNICAS,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,PA,15001016158P5,CIÊNCIA DA INFORMAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,PA,15001016059P7,GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PA,15001016163P9,ENGENHARIA SANITÁRIA E AMBIENTAL - PPGESA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PA,15001016161P6,OCEANOGRAFIA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PA,15001016052P2,ECOLOGIA AQUÁTICA E PESCA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PA,15001016160P0,ASSISTÊNCIA FARMACÊUTICA,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,PA,15001016064P0,SAÚDE NA AMAZÔNIA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,PA,15001016091P8,ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,PA,15001016170P5,DIREITO E DESENVOLVIMENTO NA AMAZÔNIA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,PA,15001016066P3,ENFERMAGEM,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PA,15001016045P6,PSICOLOGIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,PA,15001016086P4,QUÍMICA MEDICINAL E MODELAGEM MOLECULAR,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,PA,15001016165P1,CIÊNCIAS DO MOVIMENTO HUMANO,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,PA,15001016040P4,BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,PA,15001016022P6,ZOOLOGIA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,SIM,PA,15001016087P0,ECOLOGIA,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,PA,15001016034P4,SOCIOLOGIA E ANTROPOLOGIA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PA,15001016088P7,GESTÃO DE RISCOS E DESASTRES NATURAIS NA AMAZÔNIA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,PA,15001016009P0,PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO),EM FUNCIONAMENTO
2024,8,CIÊNCIAS BIOLÓGICAS II,NÃO,PA,15001016171P1,FARMACOLOGIA E BIOQUÍMICA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PA,15001016089P3,CURRÍCULO E GESTÃO DA ESCOLA BÁSICA,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,PA,15001016046P2,CIÊNCIAS AMBIENTAIS,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,PA,15001016055P1,ARTES,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,PA,15001016038P0,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,PA,15001016078P1,DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS,EM FUNCIONAMENTO
2024,19,FARMÁCIA,SIM,PA,52001016062P2,INOVAÇÃO FARMACÊUTICA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,PA,15001016082P9,EDUCAÇÃO E CULTURA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,PA,15001016004P8,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
